# HR   HD     Vmag  B-V   SpType            
  3312 71152  7.02  0.32  F0III             
  3313 71153  7.81  0.52  F7V               
  3314 71155  3.9   -0.02 A0V               
  3315 71176  5.28  1.48  K5III+K1III       
  3316 71196  6.01  0.4   F3V               
  3317 71231  6.44  ""    K0                
  3318 71243  4.07  0.39  F5III             
  3319 71250  5.5   1.6   M3III             
  3320 71267  5.98  0.17  A5m               
  3321 71297  5.59  0.22  A5III-IV          
  3322 71302  5.98  -0.17 B3V               
  3323 71369  3.36  0.84  G5III             
  3324 71377  5.54  1.19  K2III             
  3325 71433  6.59  0.51  F4III             
  3326 71459  5.47  -0.15 B3V               
  3327 71487  6.53  -0.09 B9V               
  3328 71488  7.25  0.08  A2V:              
  3329 71496  6.1   0.24  F0Vn              
  3330 71510  5.17  -0.16 B2Ve              
  3331 71523  6.73  -0.05 B9.5V             
  3332 71553  6.31  1.35  K0                
  3333 71555  5.95  0.19  A5V               
  3334 71576  5.29  0.01  A0-1IV-V          
  3335 71581  6.56  0.04  A2V               
  3336 71622  6.33  0.9   G8III             
  3337 71663  6.39  0.33  A5m               
  3338 71665  6.43  1.2   K0                
  3339 71688  6.62  0.11  A2IV-V            
  3340 71701  4.35  1.16  K2IIICN0.5        
  3341 71722  6.05  0.06  A0V               
  3342 71766  6.0   0.42  F2III             
  3343 71801  5.75  -0.15 B3V               
  3344 71815  6.51  0.05  A2                
  3345 71833  6.67  -0.06 B8III             
  3346 71863  5.97  0.96  G8-K0III          
  3347 71878  3.77  1.13  K1III             
  3348 71906  6.18  -0.03 A0V               
  3349 71919  6.53  -0.02 A0V               
  3350 71935  5.09  0.25  A9-F0III-IV       
  3351 71952  6.24  1.01  K0IV              
  3352 71973  6.31  ""    A2m               
  3353 71997  6.7   -0.13 B4V               
  3354 72037  5.47  0.18  A2m               
  3355 72041  5.75  0.28  F0IIIn            
  3356 72067  5.79  -0.16 B2Vn              
  3357 72094  5.35  1.56  K5III             
  3358 72108  5.33  -0.14 B2IV              
  3359 72127  4.99  -0.16 B2IV              
  3360 72184  5.9   1.11  K2III             
  3361 72208  6.83  -0.07 B9p:Hg:           
  3362 72227  5.65  1.49  K2III             
  3363 72232  5.99  -0.15 B5III             
  3364 72268  6.69  1.95  M2Iab             
  3365 72291  6.24  0.36  "F5Vb vw"         
  3366 72292  5.33  1.25  K3III             
  3367 72310  5.42  -0.06 A0V               
  3368 72322  6.36  0.8   G0V               
  3369 72324  6.36  1.02  G9III             
  3370 72337  5.53  -0.03 A0V               
  3371 72350  6.3   -0.02 B4IV              
  3372 72359  6.46  -0.02 A1V               
  3373 72436  6.31  -0.15 B4V               
  3374 72462  6.38  0.27  F0Vn              
  3375 72485  6.39  -0.15 B2.5V             
  3376 72505  6.28  1.17  K0III             
  3377 72524  5.78  0.04  A2Vnn             
  3378 72561  5.87  1.07  G5III             
  3379 72582  6.15  1.02  G7III             
  3380 72617  6.03  0.33  F3IV              
  3381 72626  6.19  0.27  A8IV              
  3382 72650  6.34  1.31  K3III             
  3383 72660  5.81  0.0   A1V               
  3384 72673  6.38  0.79  K0V               
  3385 72688  6.36  0.95  K0V               
  3386 72737  5.69  0.58  K0III+A3          
  3387 72779  6.58  0.68  G0III             
  3388 72787  6.49  -0.18 B2.5V             
  3389 72832  5.96  -0.14 B5III             
  3390 72900  6.24  1.56  K3III             
  3391 72905  5.64  0.62  G1.5Vb            
  3392 72908  6.33  1.02  G9III             
  3393 72922  5.69  1.02  G8III             
  3394 72943  6.32  ""    F0IV              
  3395 72945  5.99  0.52  F8V               
  3396 72946  7.25  0.71  G5V               
  3397 72954  6.43  0.75  G5IV-V            
  3398 72968  5.72  -0.03 A1pSrCrEu         
  3399 72993  6.3   1.56  K5III             
  3400 73017  5.66  0.96  G8IV              
  3401 73029  6.48  ""    A2Vn              
  3402 73072  5.96  0.37  A1V+G-KIII        
  3403 73108  4.6   1.17  K1+IIIb           
  3404 73121  6.47  0.58  G1V               
  3405 73131  6.42  ""    K0                
  3406 73143  5.88  0.09  A3V               
  3407 73155  5.01  1.33  K1-2II            
  3408 73171  5.91  1.17  gK1               
  3409 73192  5.94  1.12  gK2               
  3410 73262  4.16  0.0   A1Vnn             
  3411 73281  6.19  1.05  K0                
  3412 73316  6.53  -0.02 A1V               
  3413 73340  5.8   -0.13 B8Si              
  3414 73389  4.86  1.0   K0III             
  3415 73390  5.26  -0.14 B3V+B3Vn          
  3416 73451  6.51  0.44  A1V+G             
  3417 73468  6.12  0.95  G8III             
  3418 73471  4.44  1.21  K1+III            
  3419 73476  6.48  0.33  F0IV-V            
  3420 73495  5.27  -0.04 A0V               
  3421 73524  6.55  0.6   G4IV-V            
  3422 73593  5.37  0.99  G8IV              
  3423 73596  6.1   ""    F5III             
  3424 73599  6.45  1.08  K1III             
  3425 73603  6.33  1.59  K5III             
  3426 73634  4.14  0.11  A6II              
  3427 73665  6.39  0.98  G8III             
  3428 73710  6.44  1.02  G9III             
  3429 73731  6.3   0.17  A8Vn              
  3430 73752  5.05  0.73  G6IV              
  3431 73840  4.98  1.42  K4III             
  3432 73887  5.47  1.02  K0III             
  3433 73898  4.89  0.9   G4III             
  3434 73900  6.13  0.42  F1IV              
  3435 73952  6.47  -0.1  B8Vn              
  3436 73971  6.22  0.96  G8III             
  3437 73997  6.63  -0.02 A1Vn              
  3438 74006  3.97  0.94  G7Ib-II           
  3439 74067  5.2   -0.01 B9V               
  3440 74071  5.48  -0.16 B5V               
  3441 74137  4.88  1.06  G9.5III           
  3442 74146  5.19  -0.14 B4IV              
  3443 74148  6.36  0.0   A0V               
  3444 74167  5.71  1.65  M0III             
  3445 74180  3.84  0.71  F3Ia              
  3446 74190  6.45  0.16  A5m               
  3447 74195  3.62  -0.18 B3IV              
  3448 74196  5.61  -0.14 B7Vn              
  3449 74198  4.66  0.02  A1IV              
  3450 74228  5.64  0.39  A3V+G0III         
  3451 74243  6.33  ""    F7V               
  3452 74272  4.77  0.12  A5II              
  3453 74273  5.9   -0.21 B1.5V             
  3454 74280  4.3   -0.2  B3V               
  3455 74341  6.34  0.2   A3V               
  3456 74371  5.23  0.21  B6Iae             
  3457 74375  4.33  -0.11 B1.5III           
  3458 74393  6.37  -0.06 B9.5III-IV        
  3459 74395  4.62  0.84  G1Ib              
  3460 74405  5.2   0.01  A0V               
  3461 74442  3.94  1.08  K0III-IIIb        
  3462 74455  5.51  -0.18 B1.5Vn            
  3463 74475  6.42  0.02  A0V               
  3464 74485  6.13  0.94  G5III             
  3465 74521  5.66  -0.11 A1pEuCr           
  3466 74535  5.52  -0.15 B8Si              
  3467 74560  4.86  -0.17 B3IV              
  3468 74575  3.68  -0.18 B1.5III           
  3469 74591  6.13  0.2   A6V               
  3470 74604  6.2   -0.11 B8V               
  3471 74622  6.29  1.18  K2III             
  3472 74688  6.41  0.52  F2IV              
  3473 74706  6.11  0.22  A5V               
  3474 74738  6.57  0.04  A3V               
  3475 74739  4.02  1.01  G7.5IIIaBa0.1     
  3476 74753  5.16  -0.2  B0IIIn            
  3477 74772  4.07  0.87  G5III             
  3478 74794  5.7   1.1   gK0               
  3479 74824  5.76  -0.15 B2III             
  3480 74860  6.25  1.61  K5III             
  3481 74873  5.87  0.11  A1V               
  3482 74874  3.38  0.68  G5III             
  3483 74879  6.1   0.08  A2V:              
  3484 74918  4.32  0.9   G8-IIIFe-1        
  3485 74956  1.96  0.04  A1V               
  3486 74988  5.29  0.04  A3V               
  3487 75063  3.91  0.0   A1III             
  3488 75081  6.21  -0.05 B9Ve              
  3489 75086  6.21  -0.09 B7III             
  3490 75112  6.37  -0.13 B4V               
  3491 75116  6.32  1.5   K3III:            
  3492 75137  4.36  -0.04 A0Vn              
  3493 75140  6.09  1.28  K0                
  3494 75149  5.46  0.27  B3Ia              
  3495 75171  6.05  0.2   A4V               
  3496 75276  5.75  0.56  F2Iab             
  3497 75289  6.36  0.58  G0Ia-0:           
  3498 75311  4.49  -0.17 B3Vne             
  3499 75332  6.25  0.49  F7Vn              
  3500 75333  5.31  -0.09 B9pHgMn           
  3501 75387  6.43  -0.2  B2IV-V            
  3502 75416  5.47  -0.1  B8V               
  3503 75466  6.3   -0.1  B8V               
  3504 75469  6.16  -0.01 "A2V s"           
  3505 75486  5.73  0.28  F2III             
  3506 75487  6.25  ""    F5IV-V            
  3507 75495  6.47  0.23  A7Vn              
  3508 75506  5.15  0.98  K0III             
  3509 75523  5.99  1.26  K0III             
  3510 75528  6.38  0.64  G1V               
  3511 75556  5.99  1.25  K0III             
  3512 75605  5.21  0.87  G5III             
  3513 75629  5.87  0.95  G8III             
  3514 75630  5.48  0.06  A2/3IV            
  3515 0      ""    ""    ""                
  3516 75649  6.17  -0.08 B9V               
  3517 75654  6.39  0.23  A5III             
  3518 75691  4.01  1.27  K3-III            
  3519 75698  5.66  0.22  "A8Vma s"         
  3520 75710  4.93  0.05  A2III             
  3521 75716  6.23  1.62  M3III             
  3522 75732  5.95  0.87  G8V               
  3523 75737  5.54  0.15  A4m               
  3524 75747  6.05  0.23  A5V+A7V           
  3525 75759  6.0   -0.1  B1-2III           
  3526 75811  6.33  0.12  A5V               
  3527 75821  5.1   -0.21 B0III             
  3528 75896  6.14  0.04  A4III             
  3529 75916  6.13  1.14  K0                
  3530 75926  6.55  0.04  A1Vn              
  3531 75958  5.58  0.86  G7IIIFe-0.5       
  3532 75959  5.39  1.05  G7III             
  3533 76001  6.5   1.46  K2/3III           
  3534 76072  6.42  0.56  G8III+A3-5V       
  3535 76110  5.82  1.5   M0III             
  3536 76113  5.59  -0.11 B8III             
  3537 76143  5.35  0.42  F5IV              
  3538 76151  6.0   0.67  G2V               
  3539 76161  5.91  -0.15 B3Vn              
  3540 76219  5.22  1.0   G8II-III          
  3541 76221  6.64  3.36  C6II              
  3542 76230  6.39  0.0   A0V               
  3543 76236  5.79  1.6   K5III             
  3544 76270  6.11  0.2   Am                
  3545 76291  5.74  1.09  K1IV              
  3546 76292  5.89  0.35  F3III             
  3547 76294  3.11  1.0   G9II-III          
  3548 76304  6.47  0.96  K0II-III+A5       
  3549 76346  6.03  -0.02 A0V               
  3550 76351  5.41  1.46  gK5               
  3551 76360  5.33  0.26  A9IV-V            
  3552 76369  6.91  ""    A7m               
  3553 76370  6.67  0.22  A2m               
  3554 76376  5.75  1.32  K2-3III           
  3555 76398  5.45  0.12  A7IV              
  3556 76483  4.89  0.11  A3IV              
  3557 76494  6.14  1.0   G8II-III          
  3558 76508  6.17  1.0   K1III             
  3559 76512  6.39  0.16  A7V:n             
  3560 76538  5.78  -0.08 B5III             
  3561 76543  5.2   0.15  A5III             
  3562 76566  6.26  -0.16 B3IV              
  3563 76572  6.29  0.43  F6V               
  3564 76579  5.96  1.54  K0                
  3565 76582  5.67  0.2   F0IV              
  3566 76595  6.51  -0.01 A2V               
  3567 76629  6.19  0.98  G8III             
  3568 76640  6.38  -0.11 B5V               
  3569 76644  3.14  0.19  A7IV              
  3570 76653  5.71  0.48  F6V               
  3571 76728  3.84  -0.1  B8-9II            
  3572 76756  4.25  0.14  A5m               
  3573 76757  6.59  0.06  A2V               
  3574 76805  4.69  -0.12 B5V               
  3575 76813  5.2   0.93  G8III             
  3576 76827  4.76  1.53  M3III-IIIbCa1     
  3577 76830  6.38  1.55  M4III             
  3578 76932  5.86  0.53  F6V               
  3579 76943  3.97  0.44  F5V               
  3580 76944  6.44  ""    K5                
  3581 76990  6.33  0.3   F2III             
  3582 77002  4.92  -0.19 B2IV-V            
  3583 77020  5.87  1.07  G8-K0II           
  3584 77084  6.18  0.46  F6V               
  3585 77087  6.25  1.0   G8III             
  3586 77093  6.36  0.3   A9Vn              
  3587 77104  5.82  0.0   A2V               
  3588 77140  5.18  0.25  Am                
  3589 77190  6.07  ""    A8Vn              
  3590 77250  6.07  1.11  K1II-III+F3IV     
  3591 77258  4.45  0.65  G8-K1III+A        
  3592 77309  5.75  0.02  A2V               
  3593 77320  6.07  -0.16 B2.5Vn            
  3594 77327  3.6   0.0   A1Vn              
  3595 77350  5.45  -0.04 A0pSi             
  3596 77353  5.67  1.15  K0III             
  3597 77361  6.2   1.13  K1IIICNII         
  3598 77370  5.16  0.42  F3V               
  3599 77445  5.85  1.11  gK3               
  3600 77475  5.55  -0.14 B5V               
  3601 77557  6.38  0.0   A1V               
  3602 77580  6.27  1.0   K1III-IV          
  3603 77601  5.95  0.45  F6II-III          
  3604 77615  5.79  1.21  G8II              
  3605 77653  5.23  -0.12 B9Si              
  3606 77660  6.46  0.24  A8V               
  3607 77665  6.74  -0.03 B8                
  3608 77692  6.45  0.04  A2V               
  3609 77800  5.14  1.51  K5III             
  3610 77887  5.88  1.63  M1III             
  3611 77907  6.4   -0.09 B6V               
  3612 77912  4.56  1.04  G7Ib-II           
  3613 77996  4.97  1.22  K2II-III          
  3614 78004  3.75  1.2   K2III             
  3615 78045  4.0   0.14  A2-3IVm           
  3616 78154  4.8   0.49  F6IV              
  3617 78175  6.4   ""    F4V               
  3618 78196  6.17  1.65  M1III             
  3619 78209  4.48  0.27  "F0IVm vs"        
  3620 78234  6.5   0.36  F2V               
  3621 78235  5.43  0.89  G8III             
  3622 78293  6.44  0.25  A8III             
  3623 78316  5.24  -0.11 B8IIIpMn          
  3624 78362  4.67  0.35  "F3-4IIIm vs"     
  3625 78366  5.93  0.6   F9V               
  3626 78418  5.98  0.66  G5IV-V            
  3627 78515  5.14  0.97  G9IIIFe-1CH-0.5   
  3628 78541  4.58  1.59  K4III             
  3629 78548  6.11  -0.15 B2IV-V            
  3630 78556  5.6   -0.06 B9.5III           
  3631 78599  6.73  1.62  K4III             
  3632 78632  6.37  1.35  K3III             
  3633 78633  6.55  0.96  G8III-IV          
  3634 78647  2.21  1.66  K4.5Ib-II         
  3635 78661  6.48  0.34  F2Vp              
  3636 78668  5.77  0.94  G6III             
  3637 78676  6.15  0.17  A4IV              
  3638 78702  5.73  0.0   A2Vn              
  3639 78712  5.95  1.67  M6IIIase          
  3640 78715  6.01  0.9   G5III             
  3641 78732  5.46  1.01  G8II              
  3642 78764  4.71  -0.15 B2IVe             
  3643 78791  4.48  0.61  F9II              
  3644 78922  5.59  0.19  A4IV-V            
  3645 78935  5.96  0.18  F0III             
  3646 78955  6.53  0.0   A1-2V:            
  3647 79025  6.48  0.17  A9Vn              
  3648 79028  5.13  0.58  F9V               
  3649 79066  6.35  0.32  "A9IVDel Del"     
  3650 79096  6.51  0.73  G9V               
  3651 79108  6.14  -0.01 A0Vp              
  3652 79158  5.32  -0.14 B8IIIpMn          
  3653 79181  5.73  0.98  G9III             
  3654 79186  5.0   0.23  B5Ia              
  3655 79193  6.11  0.22  A3III:m+A0V:      
  3656 79241  6.0   -0.11 B6V               
  3657 79248  6.48  0.02  A2V               
  3658 79275  5.79  -0.21 B2III/IV          
  3659 79351  3.44  -0.19 B2IV-V            
  3660 79354  5.27  1.56  K5III             
